"FLG_RELATO_TORTURA","SIG_UF_ORIGEM_AUDIENCIA","DSC_TIPO_PENAL","ANO","MES","NUM_AUDIENCIAS"
N,RS,VIOLACAO SEXUAL MEDIANTE FRAUDE,2022,12,1
N,PB,USO DE DOCUMENTO FALSO,2022,12,1
N,RS,DIRIGIR VEICULO SEM CNH,2022,12,2
S,RS,RESISTENCIA,2022,11,3
N,PA,PRATICAR LESAO CORPORAL CULPOSA NA DIRECAO DE VEICULO AUTOMOTOR,2022,11,3
S,,EXTORSAO,2022,11,1
S,PA,"OFERECER DROGA, EVENTUALMENTE E SEM OBJETIVO DE LUCRO, A PESSOA DE SEU RELACIONAMENTO, PARA JUNTOS A",2022,11,1
N,CE,DESTRUICAO SUBTRACAO OU OCULTACAO DE CADAVER,2022,11,2
N,TO,ESTUPRO OU ATENTADO VIOLENTO AO PUDOR,2022,12,4
N,TO,USO DE DOCUMENTO FALSO,2022,12,1
S,GO,LESAO CORPORAL - VIOLENCIA DOMESTICA E FAMILIAR,2022,12,7
N,SC,VIAS DE FATO,2022,11,7
N,PE,FURTO SIMPLES,2022,6,6
N,CE,DESACATO,2022,12,15
N,TO,MODIFICAR CARACTERISTICAS ARMA DE FOGO,2022,9,1
N,SP,DESOBEDIENCIA,2013,5,1
S,MG,ROUBO AGRAVADO,2022,12,7
N,,CRIME MILITAR - ROUBO SIMPLES,2022,11,2
N,SP,LESAO CORPORAL DE NATUREZA GRAVE,2022,12,2
N,SP,PERIGO PARA A VIDA OU SAUDE DE OUTREM,,,1
S,BA,DESACATO,,,1
N,AP,"POSSE IRREGULAR DE ARMA DE FOGO, ACESSORIO OU MUNICAO - USO PERMITIDO",,,2
N,RS,FURTO SIMPLES,2022,7,2
N,,TRAFICO SUBSTANCIA ENTORPECENTE,2022,12,9
N,SC,HOMICIDIO QUALIFICADO,2022,12,18
N,PE,,2022,11,3
N,RJ,"ART. 290 -TRÁFICO, POSSE OU USO ENTORPECENTE - CPM",,,6
N,AL,,2022,9,1
N,CE,INJURIA,2022,12,3
S,MG,"PROMOVER, CONSTITUIR, FINANCIAR OU INTEGRAR, PESSOALMENTE OU POR INTERPOSTA PESSOA, ORGANIZAÇAO CRIMINOSA",2022,11,2
N,AM,HOMICIDIO QUALIFICADO,2022,12,4
N,MS,ABANDONO DE INCAPAZ,2022,12,2
N,MG,FEMINICIDIO,2022,12,7
N,AC,"OFERECER DROGA, EVENTUALMENTE E SEM OBJETIVO DE LUCRO, A PESSOA DE SEU RELACIONAMENTO, PARA JUNTOS A",2022,12,3
N,GO,LESAO CORPORAL - VIOLENCIA DOMESTICA E FAMILIAR,2022,3,2
N,GO,AMEACA,2022,3,1
S,PR,FURTO QUALIFICADO,2022,12,5
N,RS,ACAO DE ALEIMENTOS E OUTRAS PROVIDENCIAS,2022,11,1
N,PA,PRATICAR HOMICIDIO CULPOSO NA DIRECAO DE VEICULO AUTOMOTOR,2022,12,3
N,SE,RECEPTACAO,2022,12,2
N,SE,"PORTE ILEGAL DE ARMA DE FOGO, ACESSORIO OU MUNICAO - USO PERMITIDO",2022,12,10
N,PB,"INDUZIR, INSTIGAR OU AUXILIAR ALGUÉM AO USO INDEVIDO DE DROGAS",2022,12,3
N,AC,DIRIGIR VEICULO SEM CNH,,,5
N,TO,ABANDONO DE INCAPAZ,2022,10,1
N,PA,FEMINICIDIO,2022,12,6
S,,DANO QUALIFICADO,2022,11,5
N,SP,CRIME MILITAR - FURTO QUALIFICADO,2022,7,1
N,TO,EMBRIAGUEZ,,,1
N,MS,DIRIGIR VEICULO SEM CNH,2022,11,1
N,MG,ABANDONO MATERIAL,2022,11,5
S,GO,PERTURBACAO DO TRABALHO OU SOSSEGO ALHEIO,2022,12,1
N,MA,RECEPTACAO,2022,12,3
N,RO,FURTO SIMPLES,2022,12,4
N,MS,VIOLACAO DE DIREITO AUTORAL,,,1
N,SP,ABANDONO DE INCAPAZ COM RESULTADO DE LESAO CORPORAL,,,2
N,MT,ALICIAR CRIANCA PARA A PRATICA DE ATO LIBIDINOSO,2022,11,1
N,MG,LESAO CORPORAL - VIOLENCIA DOMESTICA E FAMILIAR,2021,8,1
N,SP,"COBRANCA COM COACAO, CONSTRANGIMENTO, AMEACA",2022,12,1
N,CE,"DESTRUICAO, DANO DE FLORESTAS PRESERVACAO",,,3
N,SP,FALSIFICACAO DE PAPEIS PUBLICOS,,,2
N,MA,RESISTENCIA,2022,12,1
N,SC,FURTO SIMPLES,2022,5,1
N,PR,"CP, ART 329: RESISTÊNCIA",2022,12,6
N,ES,VIOLACAO SEXUAL MEDIANTE FRAUDE,,,2
N,PB,"ASSOCIAREM-SE PARA A PRATICA DOS ARTS. 33, CAPUT E 1°,  34 E 36 DESTA LEI",2007,2,1
N,RS,"ADQUIRIR, POSSUIR OU ARMAZENAR MATERIAL PORNOGRAFICO C CRIANCA OU ADOLESCENTE",2022,12,2
N,PI,DESOBEDIENCIA,2022,12,3
N,SP,INCENDIO CULPOSO,2022,11,1
N,PI,ESTUPRO OU ATENTADO VIOLENTO AO PUDOR,2022,12,2
N,BA,RECEPTACAO QUALIFICADA,2022,11,1
S,CE,LESAO CORPORAL,2022,11,1
N,RS,ROUBO COM RESULTADO DE LESAO CORPORAL GRAVE,2022,10,1
S,CE,DISPARO DE ARMA DE FOGO,2022,10,1
N,AC,DROGAS PARA O CONSUMO PESSOAL,2022,11,1
N,,CRIME MILITAR - INJURIA,2022,11,1
N,ES,DIRIGIR VEICULO SEM CNH,2022,10,1
N,SP,AMEACA,2016,10,1
N,SP,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",2021,2,3
N,MG,EXTORSAO,2022,4,1
S,SC,"ASSOCIAREM-SE PARA A PRATICA DOS ARTS. 33, CAPUT E 1°,  34 E 36 DESTA LEI",2022,10,1
S,SC,"CP, ART 329: RESISTÊNCIA",2022,11,2
N,,CORRUPCAO DE MENORES,2022,11,5
N,AL,ESTUPRO DE VULNERAVEL RESULTADO LESAO CORPORAL GRAVE,2018,8,1
N,MS,PRISAO POR FALTA DE PAGAMENTO DE PENSAO ALIMENTICIA,2022,12,2
N,RN,DESCUMPRIMENTO DE MEDIDAS PROTETIVAS DE URGÊNCIA,2022,11,2
S,RO,DESOBEDIENCIA,2022,9,2
N,PE,PRATICAR LESAO CORPORAL CULPOSA NA DIRECAO DE VEICULO AUTOMOTOR,2022,11,1
N,SE,HOMICIDIO QUALIFICADO,2022,1,1
N,,APROPRIACAO INDEBITA,2022,12,2
N,RS,"SUPRIMIR, ALTERAR QQ SINAL IDENTIFICADOR DE ARMA DE FOGO",2022,11,2
N,CE,"ADQUIRIR, POSSUIR OU ARMAZENAR MATERIAL PORNOGRAFICO C CRIANCA OU ADOLESCENTE",2022,11,1
N,SC,TRAFEGAR EM VELOCIDADE INCOMPATIVEL GERANDO PERIGO DE DANO,2022,11,1
S,MS,CORRUPCAO DE MENORES,2022,11,1
S,CE,"INDUZIR, INSTIGAR OU AUXILIAR ALGUÉM AO USO INDEVIDO DE DROGAS",2022,12,3
N,SP,"ASSOCIAREM-SE PARA A PRATICA DOS ARTS. 33, CAPUT E 1°,  34 E 36 DESTA LEI",2021,7,1
N,MT,FURTO QUALIFICADO,2022,12,2
N,PA,FAVORECIMENTO DA PROSTITUICAO OU OUTRA FORMA DE EXPLORACAO SEXUAL DE VULNERAVEL,2022,12,2
N,RS,ROUBO AGRAVADO,2022,2,1
N,PI,ABANDONAR IDOSO OU NAO PROVER NECESSIDADES BASICAS,2022,12,1
S,SP,TRAFICO SUBSTANCIA ENTORPECENTE,2022,12,1
S,SP,CORROMPER OU FACILITAR A CORRUPCAO DE MENOR DE 18 DEZOITO ANOS,2022,12,4
N,PB,"POSSE IRREGULAR DE ARMA DE FOGO, ACESSORIO OU MUNICAO - USO PERMITIDO",2022,11,12
N,SP,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",2017,2,2
S,GO,TRAFICO SUBSTANCIA ENTORPECENTE,2022,11,1
S,SC,RECEPTACAO,2022,11,3
S,SC,ADULTERACAO DE SINAL IDENTIFICADOR DE VEICULO AUTOMOTOR,2022,11,1
S,SC,LESAO CORPORAL,2022,11,2
S,SP,CONDUZIR VEÍCULO AUTOMOTOR COM CAPACIDADE PSICOMOTORA ALTERADA EM RAZAO DA INFLUÊNCIA DE ÁLCOOL OU DE OUTRA SUBSTÂNCIA PSICOATIVA QUE DETERMINE DEPENDÊNCIA,2022,11,1
S,MA,HOMICIDIO QUALIFICADO,2022,12,2
N,SE,"FRAUDAR, POR QUALQUER MEIO, OU CONTRIBUIR PARA QUE SE FRAUDE, DE QUALQUER FORMA, O RESULTADO DE COMP",,,3
S,CE,ROUBO AGRAVADO,2022,12,6
N,BA,LESAO CORPORAL,2022,12,2
N,AM,ROUBO AGRAVADO,2022,11,11
N,,FALSA IDENTIDADE,2022,11,3
N,SC,IMPORTUNAÇÃO SEXUAL,2022,12,5
S,RS,"PORTE, POSSE ARMA DE FOGO C/ SINAL ADULTERADO, SUPRIMIDO",2022,11,11
N,PR,"ART. 290 -TRÁFICO, POSSE OU USO ENTORPECENTE - CPM",2022,11,1
N,PB,DESACATO,2022,10,2
S,SC,INJURIA,2022,10,1
S,MA,AMEACA,2022,11,4
N,AL,DROGAS PARA O CONSUMO PESSOAL,2022,11,1
S,,DESCUMPRIMENTO DE MEDIDAS PROTETIVAS DE URGÊNCIA,2022,11,2
S,GO,RECEPTACAO QUALIFICADA,2022,11,1
N,CE,FRAUDE PROCESSUAL,,,1
S,,POSSE/PORTE ILEGAL DE ARMA DE FOGO ACESSORIO OU MUNICAO - USO RESTRITO,2022,12,1
S,RS,CONSTRANGIMENTO ILEGAL,,,1
N,,PESCAR EM PERIODO E LOCAIS PROIBIDOS,2022,12,2
N,,PESCAR QUANTIDADES SUPERIORES AS PERMITIDAS,2022,12,2
N,AC,MATAR ESPECIMES DA FAUNA,2022,11,1
N,SC,HOMICIDIO PRIVILEGIADO,,,1
N,PI,DIRIGIR VEICULO SEM CNH,2022,11,2
N,SE,FURTO SIMPLES,2022,12,9
N,SP,FALSIFICACAO DE DOCUMENTO PUBLICO,2022,12,2
N,MA,POSSE/PORTE ILEGAL DE ARMA DE FOGO ACESSORIO OU MUNICAO - USO RESTRITO,2022,11,1
N,,FURTO DE COISA COMUM,2022,12,5
N,MA,PICHACAO/GRAFITAGEM MONUMENTO OU EDIFICACAO,2022,11,1
N,PE,"MAQUINARIO, APARELHO, PRODUCAO DE DROGAS",2022,11,1
N,RJ,PERIGO DE DESASTRE FERROVIARIO,,,1
S,MS,ROUBO,2022,11,4
N,RS,"MAQUINARIO, APARELHO, PRODUCAO DE DROGAS",2022,12,3
N,,NAO FORNECER NOTA FISCAL,2022,12,3
N,MS,ROUBO AGRAVADO,2022,8,2
S,CE,ADULTERACAO DE SINAL IDENTIFICADOR DE VEICULO AUTOMOTOR,2022,12,1
N,MA,DESOBEDIENCIA,2022,11,3
N,GO,FALSA IDENTIDADE,2022,12,2
N,SE,"PORTE, POSSE ARMA DE FOGO C/ SINAL ADULTERADO, SUPRIMIDO",2022,11,1
N,RS,HOMICIDIO QUALIFICADO,2022,2,1
N,AP,USO DE DOCUMENTO FALSO,2022,10,2
N,MA,HOMICIDIO SIMPLES,2002,5,1
N,,SUBTRACAO OU INUTILIZACAO DE LIVRO OU DOCUMENTO,2022,10,1
N,CE,CAUSAR POLUICAO ATMOSFERICA QUE CAUSE DANOS A SAUDE,2022,5,2
N,MT,,2022,5,1
S,MG,IMPORTUNAÇÃO SEXUAL,2022,11,1
N,AM,INCENDIO,2022,11,2
N,RS,PRISAO POR FALTA DE PAGAMENTO DE PENSAO ALIMENTICIA,2022,12,2
N,RN,POSSE/PORTE ILEGAL DE ARMA DE FOGO ACESSORIO OU MUNICAO - USO RESTRITO,2022,12,1
N,AM,CRIME MILITAR - DESERCAO,2022,10,1
N,SC,PARTICIPAR DE DISPUTA OU COMPETICAO NAO AUTORIZADA,,,2
N,SE,RECEPTACAO QUALIFICADA,2022,3,1
S,CE,HOMICIDIO SIMPLES,2022,12,1
N,PE,PRATICAR LESAO CORPORAL CULPOSA NA DIRECAO DE VEICULO AUTOMOTOR,2022,12,1
N,RS,EXTORSAO,2022,12,2
N,CE,INJURIA,2022,8,1
N,MG,DANO EM COISA,2022,10,1
S,,RESISTENCIA,2022,11,5
N,CE,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",2001,7,1
N,SP,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",2017,8,2
N,RS,DESENVOLVER CLANDESTINAMENTE ATIVIDADES DE TELECOMUNICAÇAO,2022,11,2
N,SP,DESTRUICAO SUBTRACAO OU OCULTACAO DE CADAVER,2020,7,2
N,RN,LESAO CORPORAL - VIOLENCIA DOMESTICA E FAMILIAR,2022,11,2
N,SP,LESAO CORPORAL - VIOLENCIA DOMESTICA E FAMILIAR,2018,5,2
S,PE,"OFERECER DROGA, EVENTUALMENTE E SEM OBJETIVO DE LUCRO, A PESSOA DE SEU RELACIONAMENTO, PARA JUNTOS A",2022,12,3
N,MG,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",2017,6,2
N,PB,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",2023,1,55
N,BA,POSSE/PORTE ILEGAL DE ARMA DE FOGO ACESSORIO OU MUNICAO - USO RESTRITO,,,1
N,AL,"ASSOCIAREM-SE PARA A PRATICA DOS ARTS. 33, CAPUT E 1°,  34 E 36 DESTA LEI",2022,12,2
N,PA,"MAQUINARIO, APARELHO, PRODUCAO DE DROGAS",2022,12,1
N,SP,EXERCICIO ARBITRARIO DAS PROPRIAS RAZOES,2022,11,1
N,SP,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",2021,9,1
S,RS,DANO,2022,11,3
S,RS,DESOBEDIENCIA,2022,11,7
N,MS,ADULTERACAO DE SINAL IDENTIFICADOR DE VEICULO AUTOMOTOR,2022,10,4
N,SP,LESAO CORPORAL,2017,11,1
N,PA,ESBULHO POSSESSORIO,2022,11,1
N,PR,ADULTERACAO DE SINAL IDENTIFICADOR DE VEICULO AUTOMOTOR,2022,12,2
S,BA,IMPORTUNAÇÃO SEXUAL,2022,11,1
N,GO,MAUS TRATOS,2022,12,1
S,RJ,VIOLACAO SEXUAL MEDIANTE FRAUDE,,,1
N,MS,"POSSE, EMPREGO ARTEFATO EXPLOSIVO DESAUTORIZADO",2022,10,1
N,RJ,VENDER OU EXPOR FOTO VIDEO C SEXO EXPLICITO OU PORNOGRAFICA C CRIANCA ADOLESCENTE,2022,11,1
S,BA,INJURIA,2022,12,1
N,PA,FAVORECIMENTO DA PROSTITUICAO OU OUTRA FORMA DE EXPLORACAO SEXUAL DE VULNERAVEL,2022,11,1
S,RR,AMEACA,2022,10,1
N,PA,ESTUPRO DE VULNERAVEL,2021,1,1
S,BA,ROUBO AGRAVADO,2022,12,4
S,AM,"INDUZIR, INSTIGAR OU AUXILIAR ALGUÉM AO USO INDEVIDO DE DROGAS",2022,12,2
N,SE,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",2021,9,1
N,ES,"CP, ART 329: RESISTÊNCIA",,,5
N,RS,FRAUDE PARA PAGAMENTO POR MEIO DE CHEQUE,,,1
S,MA,HOMICIDIO PRIVILEGIADO,2022,11,1
N,MA,"PORTE, POSSE ARMA DE FOGO C/ SINAL ADULTERADO, SUPRIMIDO",2022,11,2
N,MS,FUGA DE PESSOA PRESA OU SUBMETIDA A MEDIDA DE SEGURANCA,2022,12,1
S,PR,DESCUMPRIMENTO DE MEDIDAS PROTETIVAS DE URGÊNCIA,2022,12,1
S,MG,DANO,2022,4,1
N,MG,ROUBO,2022,2,1
N,SE,LESAO CORPORAL,2022,11,2
N,PR,DIRIGIR VEICULO SEM CNH,2021,6,1
S,PE,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",2022,12,6
S,PE,"ASSOCIAREM-SE PARA A PRATICA DOS ARTS. 33, CAPUT E 1°,  34 E 36 DESTA LEI",2022,12,1
N,SP,ARREMESSO DE PROJETIL,2022,12,2
N,MG,ESTUPRO DE VULNERAVEL,2022,12,6
N,,"POSSE, EMPREGO ARTEFATO EXPLOSIVO DESAUTORIZADO",2022,11,1
S,,LESAO CORPORAL,2022,11,4
N,MS,LESAO CORPORAL,2022,6,1
S,RS,DESACATO,2022,11,4
N,AM,ESTUPRO DE VULNERAVEL,2022,12,1
N,AM,VIOLACAO DE DOMICILIO,2022,12,4
S,,ESTELIONATO,2022,11,3
S,CE,"INDUZIR, INSTIGAR OU AUXILIAR ALGUÉM AO USO INDEVIDO DE DROGAS",2021,10,1
S,PI,DANO QUALIFICADO,2022,12,1
S,PB,ROUBO,2022,11,4
N,SE,INJURIA,2022,11,4
N,DF,CONSTRANGIMENTO ILEGAL,,,2
N,PR,PERTURBACAO DO TRABALHO OU SOSSEGO ALHEIO,2022,11,2
N,PR,"PORTE ILEGAL DE ARMA DE FOGO, ACESSORIO OU MUNICAO - USO PERMITIDO",2022,6,1
N,SP,"INDUZIR, INSTIGAR OU AUXILIAR ALGUÉM AO USO INDEVIDO DE DROGAS",2017,7,1
N,CE,CORROMPER OU FACILITAR A CORRUPCAO DE MENOR DE 18 DEZOITO ANOS,2022,4,1
N,MG,ROUBO AGRAVADO,2015,8,3
N,RO,INCENDIO,2022,11,3
N,MA,DANO,2022,11,4
N,PI,FALSIFICACAO DE DOCUMENTO PUBLICO,2022,11,3
N,RS,"PROMOVER, CONSTITUIR, FINANCIAR OU INTEGRAR, PESSOALMENTE OU POR INTERPOSTA PESSOA, ORGANIZAÇAO CRIMINOSA",2022,12,3
S,SP,FURTO DE COISA COMUM,2022,12,1
N,DF,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",2022,11,1
N,GO,MODIFICAR CARACTERISTICAS ARMA DE FOGO,2022,11,2
N,RO,"CP, ART 214: ATENTADO VIOLENTO AO PUDOR  (REVOGADO PELA LEI Nº 12.015, DE 2009), PENA - RECLUSÃO, DE SEIS A DEZ ANOS., RECLUSÃO: 7 ANOS E 6 MESES, C/C ART 224, ALÍNEAS A",,,1
N,,SUBTRACAO DE INCAPAZES,2022,10,1
N,RO,ESTUPRO OU ATENTADO VIOLENTO AO PUDOR,2022,12,1
S,RO,DESCUMPRIMENTO DE MEDIDAS PROTETIVAS DE URGÊNCIA,2022,11,1
N,PI,"OFERECER DROGA, EVENTUALMENTE E SEM OBJETIVO DE LUCRO, A PESSOA DE SEU RELACIONAMENTO, PARA JUNTOS A",2022,11,3
N,PR,"POSSE IRREGULAR DE ARMA DE FOGO, ACESSORIO OU MUNICAO - USO PERMITIDO",2016,11,1
N,SP,"POSSE IRREGULAR DE ARMA DE FOGO, ACESSORIO OU MUNICAO - USO PERMITIDO",2022,6,2
S,PR,DESACATO,2022,11,1
N,PR,LESAO CORPORAL DE NATUREZA GRAVE,2022,11,2
N,MS,EXTORSAO MEDIANTE SEQUESTRO,,,1
N,RO,DESTRUICAO SUBTRACAO OU OCULTACAO DE CADAVER,2022,12,2
N,RJ,PRISAO POR FALTA DE PAGAMENTO DE PENSAO ALIMENTICIA,2022,10,1
N,BA,DANO QUALIFICADO,2022,10,1
N,MG,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",2002,12,1
N,,DIFICULTAR FISCALIZACAO DO PODER PUBLICO,2021,12,1
N,,"EXTRACAO, PESQUISA OU LAVRA SEM AUTORIZACAO",2021,12,1
N,MA,VIOLACAO DE DOMICILIO,2022,9,2
N,SE,APROPRIACAO INDEBITA PREVIDENCIARIA,2022,11,1
S,GO,LESAO CORPORAL,2022,11,4
N,MG,SUBMETER ALGUEM SOB SUA GUARDA A TORTURA,2022,11,1
N,SP,CONDUZIR VEÍCULO AUTOMOTOR COM CAPACIDADE PSICOMOTORA ALTERADA EM RAZAO DA INFLUÊNCIA DE ÁLCOOL OU DE OUTRA SUBSTÂNCIA PSICOATIVA QUE DETERMINE DEPENDÊNCIA,2019,4,1
N,,ESTUPRO OU ATENTADO VIOLENTO AO PUDOR,2003,1,1
N,,LESAO CORPORAL - VIOLENCIA DOMESTICA E FAMILIAR,1981,3,1
N,SP,HOMICIDIO QUALIFICADO,1967,7,1
S,,"OFERECER DROGA, EVENTUALMENTE E SEM OBJETIVO DE LUCRO, A PESSOA DE SEU RELACIONAMENTO, PARA JUNTOS A",2022,11,2
N,MG,CONDUZIR VEÍCULO AUTOMOTOR COM CAPACIDADE PSICOMOTORA ALTERADA EM RAZAO DA INFLUÊNCIA DE ÁLCOOL OU DE OUTRA SUBSTÂNCIA PSICOATIVA QUE DETERMINE DEPENDÊNCIA,2022,8,1
N,AL,FURTO SIMPLES,2022,12,2
S,RJ,CRIME MILITAR - FURTO QUALIFICADO,,,1
N,MG,CORROMPER OU FACILITAR A CORRUPCAO DE MENOR DE 18 DEZOITO ANOS,2021,5,1
N,PI,ROUBO AGRAVADO,2013,12,1
N,AC,"POSSE, EMPREGO ARTEFATO EXPLOSIVO DESAUTORIZADO",2022,12,1
N,AL,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",2022,12,13
N,DF,CRIME MILITAR - DESERCAO,2022,10,1
N,RS,"PORTE, POSSE ARMA DE FOGO C/ SINAL ADULTERADO, SUPRIMIDO",2020,10,1
N,MS,FAVORECIMENTO PESSOAL,2022,10,1
N,PB,DESOBEDIENCIA,2022,12,2
N,PR,PRATICAR LESAO CORPORAL CULPOSA NA DIRECAO DE VEICULO AUTOMOTOR,2022,11,1
N,PI,CRIME MILITAR - FURTO QUALIFICADO,2022,10,1
N,RJ,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",2013,4,1
N,ES,DROGAS PARA O CONSUMO PESSOAL,,,3
N,,LESAO CORPORAL DE NATUREZA GRAVE,2022,11,4
N,,EMBRIAGUEZ,1977,4,1
S,AM,ROUBO,2022,12,3
S,PB,"CP, ART 329: RESISTÊNCIA",2022,10,1
S,AM,TRAFICO SUBSTANCIA ENTORPECENTE,2022,10,3
N,DF,PESCAR EM PERIODO E LOCAIS PROIBIDOS,2022,12,1
S,PI,HOMICIDIO SIMPLES,2022,12,2
N,MS,ESTUPRO OU ATENTADO VIOLENTO AO PUDOR,2022,12,2
N,SE,"INDUZIR, INSTIGAR OU AUXILIAR ALGUÉM AO USO INDEVIDO DE DROGAS",2019,6,1
S,SP,POSSE/PORTE ILEGAL DE ARMA DE FOGO ACESSORIO OU MUNICAO - USO RESTRITO,1988,4,1
S,SP,RESISTENCIA,1988,4,1
S,PI,"OUTRAS FRAUDES - REFEICAO, ALOJAMENTO OU TRANSPORTE",,,1
N,MS,ACAO DE ALEIMENTOS E OUTRAS PROVIDENCIAS,2022,10,1
S,MT,LESAO CORPORAL - VIOLENCIA DOMESTICA E FAMILIAR,2022,11,1
N,GO,TRAFICO SUBSTANCIA ENTORPECENTE,2022,12,2
N,MA,"CP, ART 334: CONTRABANDO OU DESCAMINHO",2022,10,1
N,PI,,2022,12,1
S,GO,"OFERECER DROGA, EVENTUALMENTE E SEM OBJETIVO DE LUCRO, A PESSOA DE SEU RELACIONAMENTO, PARA JUNTOS A",2022,11,2
N,MG,FALSA IDENTIDADE,2022,12,3
N,RO,FEMINICIDIO,2022,11,1
N,CE,SIMULAR PARTICIPACAO DE CRIANCA OU ADOLESCENTE EM PORNOGRAFIA,2022,12,1
S,MG,ROUBO AGRAVADO,2022,7,3
N,PE,LESAO CORPORAL - VIOLENCIA DOMESTICA E FAMILIAR,2022,4,1
S,RJ,DISPARO DE ARMA DE FOGO,,,2
N,TO,HOMICIDIO QUALIFICADO,2022,12,4
N,RO,DROGAS PARA O CONSUMO PESSOAL,2022,11,1
S,CE,CORRUPCAO ATIVA,2022,11,1
N,AM,ADULTERACAO DE SINAL IDENTIFICADOR DE VEICULO AUTOMOTOR,2022,11,2
N,ES,RECEPTACAO,2022,12,2
N,AM,DESCUMPRIMENTO DE MEDIDAS PROTETIVAS DE URGÊNCIA,2022,12,7
N,PI,CRIME MILITAR - VIOLACAO DE DOMICILIO,2022,11,1
N,RJ,FALSIFICACAO DE DOCUMENTO PUBLICO,2022,12,1
N,PA,PERMITIR QUE PESSOA SEM CONDICOES DE FAZE-LO OU NAO HABILITADA CONDUZA VEICULO,2022,12,1
N,PI,CONDUZIR EMBARCAÇAO OU AERONAVE APÓS O CONSUMO DE DROGAS,2022,12,1
N,RS,INCENDIO,2022,11,1
N,PR,ROUBO AGRAVADO,2021,9,1
N,,FRAUDE NA FISCALIZACAO TRIBUTARIA,2022,11,1
N,SE,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",2022,3,1
S,,ATENTADO CONTRA SEG. DE SERVICO DE UTILIDADE PUBLICA,2022,12,1
N,RS,COMERCIALIZAR ESPECIMES DE PESCA PROIBIDAS,2022,11,1
N,SP,FURTO QUALIFICADO,2021,1,1
N,RS,"INDUZIR, INSTIGAR OU AUXILIAR ALGUÉM AO USO INDEVIDO DE DROGAS",2014,9,1
N,GO,SUBMETER A CRIANCA/ADOLESCENTE A VEXAME,2022,10,1
N,MG,ALIENACAO OU ONERACAO FRAUDULENTA DE COISA PROPRIA,2022,10,1
N,MG,FRAUDE NA ENTREGA DE COISA,2022,10,1
N,,SEQUESTRO E CARCERE PRIVADO,2012,12,1
S,RN,RESISTENCIA,2022,12,2
N,SP,SEQUESTRO RELAMPAGO,2016,1,1
N,ES,ROUBO,1999,1,1
S,MG,HOMICIDIO SIMPLES,2022,10,2
S,,FEMINICIDIO,2022,10,1
N,MG,DISPARO DE ARMA DE FOGO,2017,3,1
N,SP,"CP, ART 214: ATENTADO VIOLENTO AO PUDOR  (REVOGADO PELA LEI Nº 12.015, DE 2009), PENA - RECLUSÃO DE DOIS A SETE ANOS.  (REVOGADO PELA LEI Nº 12.015, DE 2009), RECLUSÃO: 20 ANOS, C/C ART. 224, A, CP",1964,8,1
N,SC,"COLABORAR, COMO INFORMANTE DOS CRIMES PREVISTOS NOS ARTS. 33, CAPUT E  1°, E 34 DESTA LEI",2022,10,1
N,TO,FALSA IDENTIDADE,2022,11,1
S,MA,USO DE DOCUMENTO FALSO,2022,10,1
S,RS,FEMINICIDIO,2022,11,1
S,AC,FURTO QUALIFICADO,2022,11,2
N,PI,EMBRIAGUEZ,2022,10,1
S,CE,MODIFICAR CARACTERISTICAS ARMA DE FOGO,2022,11,1
N,SC,"CP, ART 214: ATENTADO VIOLENTO AO PUDOR  (REVOGADO PELA LEI Nº 12.015, DE 2009), PENA - RECLUSÃO DE DOIS A SETE ANOS.  (REVOGADO PELA LEI Nº 12.015, DE 2009), RECLUSÃO: 20 ANOS, C/C ART. 224, A, CP",2022,11,1
N,SP,ROUBO COM RESULTADO DE LESAO CORPORAL GRAVE,2022,11,1
N,MG,TRAFICO SUBSTANCIA ENTORPECENTE,2022,11,3
S,TO,"POSSE IRREGULAR DE ARMA DE FOGO, ACESSORIO OU MUNICAO - USO PERMITIDO",2022,12,2
N,PB,POSSE/PORTE ILEGAL DE ARMA DE FOGO ACESSORIO OU MUNICAO - USO RESTRITO,2022,11,1
N,PE,"EFETUAR OPERAÇAO DE CÂMBIO NAO AUTORIZADA, COM O FIM DE PROMOVER EVASAO DE DIVISAS DO PAÍS",,,1
N,PE,DISPOSICAO DE COISA ALHEIA COMO PROPRIA,,,2
S,PE,DESOBEDIENCIA,2022,11,1
S,RN,VIOLACAO DE DOMICILIO,,,1
N,AC,"PRATICA DE ABUSO, MAUS TRATOS CONTRA ANIMAIS",2022,12,1
N,RJ,SUPRESSAO DE DOCUMENTO,,,1
